25-09-23 18:47:29.003 [background-preinit] [32mINFO [0;39m o.h.validator.internal.util.Version  - HV000001: Hibernate Validator 8.0.2.Final
25-09-23 18:50:15.249 [HikariPool-1:connection-closer] [32mDEBUG[0;39m com.zaxxer.hikari.pool.PoolBase      - HikariPool-1 - Closing connection conn5: url=jdbc:h2:mem:discodeitdb user=SA: (connection evicted)
25-09-23 18:50:15.249 [HikariPool-1:connection-closer] [32mDEBUG[0;39m com.zaxxer.hikari.pool.PoolBase      - HikariPool-1 - Closing connection conn6: url=jdbc:h2:mem:discodeitdb user=SA: (connection evicted)
25-09-23 18:50:15.249 [HikariPool-1:connection-closer] [32mDEBUG[0;39m com.zaxxer.hikari.pool.PoolBase      - HikariPool-1 - Closing connection conn7: url=jdbc:h2:mem:discodeitdb user=SA: (connection evicted)
25-09-23 18:50:15.249 [HikariPool-1:connection-closer] [32mDEBUG[0;39m com.zaxxer.hikari.pool.PoolBase      - HikariPool-1 - Closing connection conn8: url=jdbc:h2:mem:discodeitdb user=SA: (connection evicted)
25-09-23 18:50:15.249 [HikariPool-1:connection-closer] [32mDEBUG[0;39m com.zaxxer.hikari.pool.PoolBase      - HikariPool-1 - Closing connection conn9: url=jdbc:h2:mem:discodeitdb user=SA: (connection evicted)
25-09-23 18:50:15.249 [SpringApplicationShutdownHook] [32mDEBUG[0;39m com.zaxxer.hikari.pool.HikariPool    - HikariPool-1 - After  shutdown stats (total=0/10, idle=0/10, active=0, waiting=0)
25-09-23 18:50:15.249 [SpringApplicationShutdownHook] [32mINFO [0;39m com.zaxxer.hikari.HikariDataSource   - HikariPool-1 - Shutdown completed.
25-09-23 18:50:15.249 [SpringApplicationShutdownHook] [32mDEBUG[0;39m o.s.s.c.ThreadPoolTaskExecutor       - Shutting down ExecutorService 'applicationTaskExecutor'
25-09-23 18:50:56.467 [background-preinit] [32mINFO [0;39m o.h.validator.internal.util.Version  - HV000001: Hibernate Validator 8.0.2.Final
25-09-23 18:50:56.527 [restartedMain] [32mINFO [0;39m c.s.m.discodeit.DiscodeitApplication - Starting DiscodeitApplication using Java 17.0.14 with PID 7212 (C:\Users\user\IdeaProjects\5-sprint-mission\build\classes\java\main started by user in C:\Users\user\IdeaProjects\5-sprint-mission)
25-09-23 18:50:56.529 [restartedMain] [32mINFO [0;39m c.s.m.discodeit.DiscodeitApplication - The following 1 profile is active: "prod"
25-09-23 18:50:56.583 [restartedMain] [32mINFO [0;39m o.s.b.d.e.DevToolsPropertyDefaultsPostProcessor - Devtools property defaults active! Set 'spring.devtools.add-properties' to 'false' to disable
25-09-23 18:50:56.583 [restartedMain] [32mINFO [0;39m o.s.b.d.e.DevToolsPropertyDefaultsPostProcessor - For additional web related logging consider setting the 'logging.level.web' property to 'DEBUG'
25-09-23 18:50:57.549 [restartedMain] [32mINFO [0;39m o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data JPA repositories in DEFAULT mode.
25-09-23 18:50:57.652 [restartedMain] [32mINFO [0;39m o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 92 ms. Found 6 JPA repository interfaces.
25-09-23 18:50:58.367 [restartedMain] [32mINFO [0;39m o.s.b.w.e.tomcat.TomcatWebServer     - Tomcat initialized with port 8080 (http)
25-09-23 18:50:58.379 [restartedMain] [32mINFO [0;39m o.a.coyote.http11.Http11NioProtocol  - Initializing ProtocolHandler ["http-nio-8080"]
25-09-23 18:50:58.380 [restartedMain] [32mINFO [0;39m o.a.catalina.core.StandardService    - Starting service [Tomcat]
25-09-23 18:50:58.382 [restartedMain] [32mINFO [0;39m o.a.catalina.core.StandardEngine     - Starting Servlet engine: [Apache Tomcat/10.1.43]
25-09-23 18:50:58.444 [restartedMain] [32mINFO [0;39m o.a.c.c.C.[Tomcat].[localhost].[/]   - Initializing Spring embedded WebApplicationContext
25-09-23 18:50:58.445 [restartedMain] [32mINFO [0;39m o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 1861 ms
25-09-23 18:50:58.541 [restartedMain] [32mINFO [0;39m com.zaxxer.hikari.HikariDataSource   - HikariPool-1 - Starting...
25-09-23 18:50:58.796 [restartedMain] [32mINFO [0;39m com.zaxxer.hikari.pool.HikariPool    - HikariPool-1 - Added connection org.postgresql.jdbc.PgConnection@2ced1125
25-09-23 18:50:58.798 [restartedMain] [32mINFO [0;39m com.zaxxer.hikari.HikariDataSource   - HikariPool-1 - Start completed.
25-09-23 18:50:58.882 [restartedMain] [32mINFO [0;39m o.h.jpa.internal.util.LogHelper      - HHH000204: Processing PersistenceUnitInfo [name: default]
25-09-23 18:50:58.952 [restartedMain] [32mINFO [0;39m org.hibernate.Version                - HHH000412: Hibernate ORM core version 6.6.22.Final
25-09-23 18:50:58.995 [restartedMain] [32mINFO [0;39m o.h.c.i.RegionFactoryInitiator       - HHH000026: Second-level cache disabled
25-09-23 18:50:59.323 [restartedMain] [32mINFO [0;39m o.s.o.j.p.SpringPersistenceUnitInfo  - No LoadTimeWeaver setup: ignoring JPA class transformer
25-09-23 18:50:59.393 [restartedMain] [33mWARN [0;39m org.hibernate.orm.deprecation        - HHH90000025: PostgreSQLDialect does not need to be specified explicitly using 'hibernate.dialect' (remove the property setting and it will be selected by default)
25-09-23 18:50:59.417 [restartedMain] [32mINFO [0;39m o.hibernate.orm.connections.pooling  - HHH10001005: Database info:
	Database JDBC URL [Connecting through datasource 'HikariDataSource (HikariPool-1)']
	Database driver: undefined/unknown
	Database version: 17.6
	Autocommit mode: undefined/unknown
	Isolation level: undefined/unknown
	Minimum pool size: undefined/unknown
	Maximum pool size: undefined/unknown
25-09-23 18:50:59.426 [restartedMain] [32mDEBUG[0;39m o.h.t.d.sql.spi.DdlTypeRegistry      - addDescriptor(2003, org.hibernate.type.descriptor.sql.internal.ArrayDdlTypeImpl@5c31f16c) replaced previous registration(org.hibernate.type.descriptor.sql.internal.ArrayDdlTypeImpl@6795f567)
25-09-23 18:50:59.428 [restartedMain] [32mDEBUG[0;39m o.h.t.d.sql.spi.DdlTypeRegistry      - addDescriptor(6, org.hibernate.type.descriptor.sql.internal.CapacityDependentDdlType@3815c093) replaced previous registration(org.hibernate.type.descriptor.sql.internal.DdlTypeImpl@48769a05)
25-09-23 18:51:00.598 [restartedMain] [32mINFO [0;39m o.h.e.t.j.p.i.JtaPlatformInitiator   - HHH000489: No JTA platform available (set 'hibernate.transaction.jta.platform' to enable JTA platform integration)
25-09-23 18:51:00.660 [restartedMain] [32mINFO [0;39m o.s.o.j.LocalContainerEntityManagerFactoryBean - Initialized JPA EntityManagerFactory for persistence unit 'default'
25-09-23 18:51:01.015 [restartedMain] [32mINFO [0;39m c.s.m.d.s.LocalBinaryContentStorage  - 루트 디렉토리 확인 완료: C:\var\uploads\discodeit
25-09-23 18:51:01.055 [restartedMain] [32mINFO [0;39m o.s.d.j.r.query.QueryEnhancerFactory - Hibernate is in classpath; If applicable, HQL parser will be used.
25-09-23 18:51:01.712 [restartedMain] [32mINFO [0;39m o.s.b.a.w.s.WelcomePageHandlerMapping - Adding welcome page: class path resource [static/index.html]
25-09-23 18:51:02.084 [restartedMain] [32mINFO [0;39m o.s.b.a.h.H2ConsoleAutoConfiguration - H2 console available at '/h2-console'. Database available at 'jdbc:postgresql://localhost:5432/discodeit'
25-09-23 18:51:02.167 [restartedMain] [32mINFO [0;39m o.s.b.d.a.OptionalLiveReloadServer   - LiveReload server is running on port 35729
25-09-23 18:51:02.192 [restartedMain] [32mINFO [0;39m o.a.coyote.http11.Http11NioProtocol  - Starting ProtocolHandler ["http-nio-8080"]
25-09-23 18:51:02.221 [restartedMain] [32mINFO [0;39m o.s.b.w.e.tomcat.TomcatWebServer     - Tomcat started on port 8080 (http) with context path '/'
25-09-23 18:51:02.230 [restartedMain] [32mINFO [0;39m c.s.m.discodeit.DiscodeitApplication - Started DiscodeitApplication in 6.399 seconds (process running for 7.423)
25-09-23 18:51:11.128 [http-nio-8080-exec-1] [32mINFO [0;39m o.a.c.c.C.[Tomcat].[localhost].[/]   - Initializing Spring DispatcherServlet 'dispatcherServlet'
25-09-23 18:51:11.128 [http-nio-8080-exec-1] [32mINFO [0;39m o.s.web.servlet.DispatcherServlet    - Initializing Servlet 'dispatcherServlet'
25-09-23 18:51:11.130 [http-nio-8080-exec-1] [32mINFO [0;39m o.s.web.servlet.DispatcherServlet    - Completed initialization in 2 ms
25-09-23 18:51:33.846 [http-nio-8080-exec-4] [32mINFO [0;39m c.s.m.d.s.basic.BasicUserService     - 사용자 중복 검사 통과 - username: test01, email: test01@codeit.com
25-09-23 18:51:33.910 [http-nio-8080-exec-4] [32mINFO [0;39m c.s.m.d.s.LocalBinaryContentStorage  - 파일 저장 완료: C:\var\uploads\discodeit\8808b457-fd10-483b-89f4-0ff10ba8d3f8
25-09-23 18:51:33.912 [http-nio-8080-exec-4] [32mINFO [0;39m c.s.m.d.s.basic.BasicUserService     - 프로필 이미지 저장 완료 - ID: 8808b457-fd10-483b-89f4-0ff10ba8d3f8, 사용자: test01
25-09-23 18:51:33.916 [http-nio-8080-exec-4] [32mINFO [0;39m c.s.m.d.s.basic.BasicUserService     - 사용자 기본 정보 저장 완료 - ID: c2e99cfe-a52d-4fc6-bec2-2dcace49b992, username: test01, email: test01@codeit.com
25-09-23 18:51:33.921 [http-nio-8080-exec-4] [32mINFO [0;39m c.s.m.d.s.basic.BasicUserService     - 사용자 상태 저장 완료 - 사용자ID: c2e99cfe-a52d-4fc6-bec2-2dcace49b992, 생성시간: 2025-09-23T09:51:33.917992700Z
25-09-23 18:51:33.922 [http-nio-8080-exec-4] [32mINFO [0;39m c.s.m.d.s.basic.BasicUserService     - 사용자 생성 프로세스 완료 - 사용자ID: c2e99cfe-a52d-4fc6-bec2-2dcace49b992, username: test01
25-09-23 18:51:34.305 [http-nio-8080-exec-10] [33mWARN [0;39m o.a.coyote.http11.Http11Processor    - The HTTP response header [Content-Disposition] with value [attachment; filename="다운로드.jpg"] has been removed from the response because it is invalid
java.lang.IllegalArgumentException: The Unicode character [다] at code point [45,796] cannot be encoded as it is outside the permitted range of 0 to 255
	at org.apache.tomcat.util.buf.MessageBytes.toBytesSimple(MessageBytes.java:310)
	at org.apache.tomcat.util.buf.MessageBytes.toBytes(MessageBytes.java:283)
	at org.apache.coyote.http11.Http11OutputBuffer.write(Http11OutputBuffer.java:400)
	at org.apache.coyote.http11.Http11OutputBuffer.sendHeader(Http11OutputBuffer.java:379)
	at org.apache.coyote.http11.Http11Processor.writeHeaders(Http11Processor.java:1067)
	at org.apache.coyote.http11.Http11Processor.prepareResponse(Http11Processor.java:1054)
	at org.apache.coyote.AbstractProcessor.action(AbstractProcessor.java:377)
	at org.apache.coyote.Response.action(Response.java:208)
	at org.apache.coyote.http11.Http11OutputBuffer.doWrite(Http11OutputBuffer.java:187)
	at org.apache.coyote.Response.doWrite(Response.java:628)
	at org.apache.catalina.connector.OutputBuffer.realWriteBytes(OutputBuffer.java:330)
	at org.apache.catalina.connector.OutputBuffer.flushByteBuffer(OutputBuffer.java:777)
	at org.apache.catalina.connector.OutputBuffer.append(OutputBuffer.java:674)
	at org.apache.catalina.connector.OutputBuffer.writeBytes(OutputBuffer.java:377)
	at org.apache.catalina.connector.OutputBuffer.write(OutputBuffer.java:355)
	at org.apache.catalina.connector.CoyoteOutputStream.write(CoyoteOutputStream.java:102)
	at org.springframework.web.context.request.async.StandardServletAsyncWebRequest$LifecycleServletOutputStream.write(StandardServletAsyncWebRequest.java:401)
	at java.base/java.io.InputStream.transferTo(InputStream.java:783)
	at org.springframework.http.converter.ResourceHttpMessageConverter.writeContent(ResourceHttpMessageConverter.java:160)
	at org.springframework.http.converter.ResourceHttpMessageConverter.writeInternal(ResourceHttpMessageConverter.java:115)
	at org.springframework.http.converter.ResourceHttpMessageConverter.writeInternal(ResourceHttpMessageConverter.java:46)
	at org.springframework.http.converter.AbstractHttpMessageConverter.write(AbstractHttpMessageConverter.java:235)
	at org.springframework.web.servlet.mvc.method.annotation.AbstractMessageConverterMethodProcessor.writeWithMessageConverters(AbstractMessageConverterMethodProcessor.java:344)
	at org.springframework.web.servlet.mvc.method.annotation.HttpEntityMethodProcessor.handleReturnValue(HttpEntityMethodProcessor.java:263)
	at org.springframework.web.servlet.mvc.method.annotation.ResponseEntityReturnValueHandler.handleReturnValue(ResponseEntityReturnValueHandler.java:79)
	at org.springframework.web.method.support.HandlerMethodReturnValueHandlerComposite.handleReturnValue(HandlerMethodReturnValueHandlerComposite.java:78)
	at org.springframework.web.servlet.mvc.method.annotation.ServletInvocableHandlerMethod.invokeAndHandle(ServletInvocableHandlerMethod.java:136)
	at org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerAdapter.invokeHandlerMethod(RequestMappingHandlerAdapter.java:991)
	at org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerAdapter.handleInternal(RequestMappingHandlerAdapter.java:896)
	at org.springframework.web.servlet.mvc.method.AbstractHandlerMethodAdapter.handle(AbstractHandlerMethodAdapter.java:87)
	at org.springframework.web.servlet.DispatcherServlet.doDispatch(DispatcherServlet.java:1089)
	at org.springframework.web.servlet.DispatcherServlet.doService(DispatcherServlet.java:979)
	at org.springframework.web.servlet.FrameworkServlet.processRequest(FrameworkServlet.java:1014)
	at org.springframework.web.servlet.FrameworkServlet.doGet(FrameworkServlet.java:903)
	at jakarta.servlet.http.HttpServlet.service(HttpServlet.java:564)
	at org.springframework.web.servlet.FrameworkServlet.service(FrameworkServlet.java:885)
	at jakarta.servlet.http.HttpServlet.service(HttpServlet.java:658)
	at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:195)
	at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:140)
	at org.apache.tomcat.websocket.server.WsFilter.doFilter(WsFilter.java:51)
	at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:164)
	at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:140)
	at org.springframework.web.filter.RequestContextFilter.doFilterInternal(RequestContextFilter.java:100)
	at org.springframework.web.filter.OncePerRequestFilter.doFilter(OncePerRequestFilter.java:116)
	at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:164)
	at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:140)
	at org.springframework.web.filter.FormContentFilter.doFilterInternal(FormContentFilter.java:93)
	at org.springframework.web.filter.OncePerRequestFilter.doFilter(OncePerRequestFilter.java:116)
	at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:164)
	at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:140)
	at org.springframework.web.filter.CharacterEncodingFilter.doFilterInternal(CharacterEncodingFilter.java:201)
	at org.springframework.web.filter.OncePerRequestFilter.doFilter(OncePerRequestFilter.java:116)
	at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:164)
	at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:140)
	at org.apache.catalina.core.StandardWrapperValve.invoke(StandardWrapperValve.java:167)
